Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,,0.0,1.0,0.994300370475919,inf,3509,0
race,African-American,,0.0,1.0,0.9958665485680543,inf,3387,1
race,African-American,,0.0,1.0,0.993841642228739,inf,3410,2
race,African-American,,0.0,1.0,0.9903733955659276,inf,3428,3
race,African-American,,0.0,1.0,0.9932925051035287,inf,3429,4
race,Asian,,0.0,,1.0,,46,0
race,Asian,,0.0,,1.0,,44,1
race,Asian,,0.0,,1.0,,50,2
race,Asian,,0.0,,1.0,,46,3
race,Asian,,0.0,1.0,0.9821428571428571,inf,56,4
race,Caucasian,,0.0,1.0,0.9937961209429896,inf,15313,0
race,Caucasian,0.0,0.00013018290698431297,1.0,0.993853519668737,46.5,15456,1
race,Caucasian,,0.0,1.0,0.9932370919495384,inf,15378,2
race,Caucasian,0.0,6.543646119617851e-05,1.0,0.9941448181640752,89.0,15371,3
race,Caucasian,0.0,0.00019614253023864008,1.0,0.992987012987013,35.0,15400,4
race,Indian,,0.0,,1.0,,19,0
race,Indian,,0.0,,1.0,,15,1
race,Indian,,0.0,,1.0,,19,2
race,Indian,,0.0,,1.0,,15,3
race,Indian,,0.0,,1.0,,11,4
race,Other,,0.0,,1.0,,315,0
race,Other,,0.0,,1.0,,300,1
race,Other,,0.0,1.0,0.9971014492753624,inf,345,2
race,Other,,0.0,,1.0,,342,3
race,Other,,0.0,1.0,0.9967320261437909,inf,306,4
sex,female,,0.0,1.0,0.9929614376637963,inf,13355,0
sex,female,0.0,7.489514679448772e-05,1.0,0.9935258222949843,86.0,13438,1
sex,female,,0.0,1.0,0.9928277923048189,inf,13385,2
sex,female,,0.0,1.0,0.9925104853205512,inf,13352,3
sex,female,0.0,0.00015072725902479464,1.0,0.992147771462758,51.5,13372,4
sex,male,,0.0,1.0,0.9964084145715751,inf,5847,0
sex,male,0.0,0.00017412502176562773,1.0,0.9961832061068703,21.0,5764,1
sex,male,,0.0,1.0,0.9948427024239299,inf,5817,2
sex,male,0.0,0.00017158544955387783,1.0,0.9960683760683761,22.0,5850,3
sex,male,0.0,0.00017232465965879716,1.0,0.995197255574614,27.0,5830,4
