Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,1,0.246859553,0
race,African-American,0,0.081406713,0
race,Caucasian,0,0.067577653,0
race,Caucasian,1,0.208881747,0
race,Other,0,0.045683029,0
race,Other,1,0.197858135,0
sex,male,1,0.229052143,0
sex,male,0,0.074834409,0
sex,female,0,0.057465978,0
sex,female,1,0.169599671,0
race,Caucasian,0,0.055249814,1
race,Caucasian,1,0.197707605,1
race,Other,0,0.031069716,1
race,Other,1,0.169571289,1
race,African-American,0,0.063714134,1
race,African-American,1,0.219143875,1
sex,male,0,0.070653483,1
sex,male,1,0.227989125,1
sex,female,0,0.024703524,1
sex,female,1,0.097770405,1
race,African-American,0,0.082655484,2
race,African-American,1,0.241066948,2
race,Caucasian,0,0.067265385,2
race,Caucasian,1,0.208734807,2
race,Other,0,0.046726854,2
race,Other,1,0.235023659,2
sex,male,0,0.074861132,2
sex,male,1,0.221030776,2
sex,female,0,0.05747315,2
sex,female,1,0.200602048,2
race,Caucasian,0,0.067553936,3
race,Caucasian,1,0.213117274,3
race,African-American,0,0.083513347,3
race,African-American,1,0.251970449,3
race,Other,0,0.051390992,3
race,Other,1,0.206309752,3
sex,male,0,0.075576582,3
sex,male,1,0.232049126,3
sex,female,0,0.057197779,3
sex,female,1,0.180372372,3
race,Caucasian,0,0.054809416,4
race,Caucasian,1,0.188814133,4
race,Other,1,0.153239937,4
race,Other,0,0.032446543,4
race,African-American,0,0.066078985,4
race,African-American,1,0.216221276,4
sex,female,0,0.025442855,4
sex,female,1,0.100480742,4
sex,male,0,0.070412338,4
sex,male,1,0.219382645,4
