Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,1,0.04878943814774332,0
race,African-American,0,0.017676675070161733,0
race,Caucasian,0,0.019803839721431883,0
race,Caucasian,1,0.050968031537374336,0
race,Other,0,0.006900776807485581,0
race,Other,1,0.029335679497583676,0
sex,male,1,0.052055522519522654,0
sex,male,0,0.020379218942968576,0
sex,female,0,0.016298782481916605,0
sex,female,1,0.04681687959432712,0
race,Caucasian,1,0.048115362040881106,1
race,Caucasian,0,0.019225232512573714,1
race,Other,1,0.034743025078043964,1
race,Other,0,0.008251043745863648,1
race,African-American,0,0.016904373209380957,1
race,African-American,1,0.050208012854314435,1
sex,male,1,0.05143449730121213,1
sex,male,0,0.019791396497488158,1
sex,female,0,0.015793391184599003,1
sex,female,1,0.0403185079198427,1
race,African-American,0,0.018010728845174306,2
race,African-American,1,0.04823634061228856,2
race,Caucasian,0,0.019956134253846597,2
race,Caucasian,1,0.0523039488612691,2
race,Other,0,0.0076911573931521034,2
race,Other,1,0.016398172441371272,2
sex,male,0,0.020375951083998076,2
sex,male,1,0.052593175977519085,2
sex,female,0,0.016990927493956684,2
sex,female,1,0.04883205027758255,2
race,Caucasian,0,0.019171211606158138,3
race,Caucasian,1,0.04989234882374473,3
race,African-American,0,0.01762260148419491,3
race,African-American,1,0.04591604979212526,3
race,Other,0,0.007288500198944425,3
race,Other,1,0.031709681569104295,3
sex,male,0,0.019843468465544516,3
sex,male,1,0.05073993904409398,3
sex,female,0,0.015794975176238995,3
sex,female,1,0.045456396026682486,3
race,Caucasian,0,0.48847103717702145,4
race,Caucasian,1,0.6026420729312821,4
race,Other,0,0.4263469860779706,4
race,Other,1,0.5341461644262544,4
race,African-American,0,0.4766235242624793,4
race,African-American,1,0.5814860275376533,4
sex,female,0,0.45860053272536316,4
sex,female,1,0.5824326651637443,4
sex,male,0,0.49674869265338656,4
sex,male,1,0.6062173290299557,4
