Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,1,0.1384587638412881,0
race,African-American,0,0.09132807880696067,0
race,Caucasian,0,0.09435402218766228,0
race,Caucasian,1,0.14506719866745685,0
race,Other,0,0.06505115659240669,0
race,Other,1,0.1409856038087684,0
sex,male,1,0.14380200362850895,0
sex,male,0,0.094631357481261,0
sex,female,0,0.08974137112528487,0
sex,female,1,0.14528695143469111,0
race,Caucasian,1,0.14363307545384044,1
race,Caucasian,0,0.09408110855200164,1
race,Other,1,0.14106547813872794,1
race,Other,0,0.06896462232578843,1
race,African-American,0,0.08946918701067139,1
race,African-American,1,0.15130896928919582,1
sex,male,1,0.14627102467836647,1
sex,male,0,0.0946908667993727,1
sex,female,0,0.08815427853537823,1
sex,female,1,0.1402662631643192,1
race,African-American,0,0.09346099387379916,2
race,African-American,1,0.14489106286772183,2
race,Caucasian,0,0.0949615722182485,2
race,Caucasian,1,0.14877666489433286,2
race,Other,0,0.0671123185469021,2
race,Other,1,0.1110955661138739,2
sex,male,0,0.09610666754394873,2
sex,male,1,0.14913999118151766,2
sex,female,0,0.0894756321629447,2
sex,female,1,0.14516393305097838,2
race,Caucasian,0,0.09456147933176184,3
race,Caucasian,1,0.14689975162263932,3
race,African-American,0,0.09131541948221956,3
race,African-American,1,0.14941740588146338,3
race,Other,0,0.06782095057175602,3
race,Other,1,0.11972302370151552,3
sex,male,0,0.09575402513963795,3
sex,male,1,0.14885568056139306,3
sex,female,0,0.08782805881967855,3
sex,female,1,0.14240989578526522,3
race,Caucasian,0,0.09510329689077855,4
race,Caucasian,1,0.14791002342454918,4
race,Other,0,0.06907512670818318,4
race,Other,1,0.09684193972743457,4
race,African-American,0,0.09262042203612475,4
race,African-American,1,0.14283339288028765,4
sex,female,0,0.09033025947647284,4
sex,female,1,0.14702981289507017,4
sex,male,0,0.09573348894134448,4
sex,male,1,0.14695765389273308,4
