Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,1,0.24390035499879048,1
race,African-American,0,0.13501367997079225,1
race,Caucasian,0,0.1277431370952744,1
race,Caucasian,1,0.238136956634135,1
race,Other,0,0.11192391212881042,1
race,Other,1,0.15616023937418375,1
sex,male,1,0.24055704501437444,1
sex,male,0,0.1285391231060825,1
sex,female,0,0.12873801574071222,1
sex,female,1,0.23281649135070975,1
race,Caucasian,1,0.23844020124079604,2
race,Caucasian,0,0.1294329040723571,2
race,Other,1,0.2149512501340425,2
race,Other,0,0.11429270712318688,2
race,African-American,0,0.13159689553108764,2
race,African-American,1,0.2522652625813907,2
sex,male,1,0.24457133634799216,2
sex,male,0,0.12967499476208078,2
sex,female,0,0.12895914126510435,2
sex,female,1,0.229903088985524,2
race,African-American,0,0.13204293238441484,3
race,African-American,1,0.2481759680195122,3
race,Caucasian,0,0.12928010271193147,3
race,Caucasian,1,0.23975956491592793,3
race,Other,0,0.10720970571000896,3
race,Other,1,0.21474037070569138,3
sex,male,0,0.12898566781032095,3
sex,male,1,0.24043064876544404,3
sex,female,0,0.12978521153953668,3
sex,female,1,0.24317111321212048,3
race,Caucasian,0,0.12940521999376967,4
race,Caucasian,1,0.24674459750316058,4
race,African-American,1,0.24313722347868186,4
race,African-American,0,0.13330878502968221,4
race,Other,0,0.1098177680860511,4
race,Other,1,0.23090571300571827,4
sex,male,0,0.1296855216733724,4
sex,male,1,0.24911118934891616,4
sex,female,0,0.12932683017403207,4
sex,female,1,0.23682076193493626,4
race,Caucasian,0,0.12870514861139373,5
race,Caucasian,1,0.24025210629658644,5
race,Other,0,0.11483467009184928,5
race,Other,1,0.15976203493425728,5
race,African-American,0,0.13542584175022016,5
race,African-American,1,0.2412457607065612,5
sex,female,0,0.13052675101577188,5
sex,female,1,0.23389158743049512,5
sex,male,0,0.12908633002927153,5
sex,male,1,0.2419103409126296,5
