Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.3333333333333333,0.43312101910828027,0.4925373134328358,0.5491071428571429,0.4852941176470588,224,0
race,African-American,0.3018867924528302,0.43023255813953487,0.4576271186440678,0.5627705627705628,0.36486486486486486,231,1
race,African-American,0.39316239316239315,0.47333333333333333,0.3333333333333333,0.5707762557077626,0.323943661971831,219,2
race,African-American,0.33613445378151263,0.4876543209876543,0.4117647058823529,0.5347826086956522,0.35443037974683544,230,3
race,African-American,0.3944954128440367,0.42857142857142855,0.3484848484848485,0.5954545454545455,0.3484848484848485,220,4
race,Asian,1.0,,0.0,1.0,,1,0
race,Asian,,0.0,1.0,0.5,inf,2,1
race,Asian,,0.0,,1.0,,1,3
race,Asian,,0.0,,1.0,,1,4
race,Caucasian,0.44680851063829785,0.29545454545454547,0.34375,0.6916666666666667,0.4230769230769231,120,0
race,Caucasian,0.3191489361702128,0.3950617283950617,0.53125,0.5663716814159292,0.53125,113,1
race,Caucasian,0.3684210526315789,0.2553191489361702,0.5,0.6885245901639344,0.5833333333333334,122,2
race,Caucasian,0.2653061224489796,0.3829787234042553,0.48,0.5966386554621849,0.3333333333333333,119,3
race,Caucasian,0.3269230769230769,0.3684210526315789,0.46875,0.6062992125984252,0.42857142857142855,127,4
race,Hispanic,0.2727272727272727,0.2962962962962963,0.5,0.6666666666666666,0.375,33,0
race,Hispanic,0.2222222222222222,0.28,0.0,0.7407407407407407,0.0,27,1
race,Hispanic,0.38461538461538464,0.42105263157894735,0.2857142857142857,0.6153846153846154,0.25,26,2
race,Hispanic,0.23076923076923078,0.6666666666666666,0.0,0.4444444444444444,0.0,18,3
race,Hispanic,0.5,0.35714285714285715,0.4444444444444444,0.6086956521739131,0.8,23,4
race,Native American,0.0,1.0,,0.0,0.0,1,0
race,Native American,0.0,0.5,,0.5,0.0,2,1
race,Native American,,0.0,,1.0,,1,4
race,Other,0.4,0.375,0.5,0.5833333333333334,0.6666666666666666,12,0
race,Other,0.16666666666666666,0.3333333333333333,0.0,0.6875,0.0,16,1
race,Other,0.3333333333333333,0.42105263157894735,0.2,0.625,0.125,24,2
race,Other,0.375,0.2777777777777778,0.4,0.6956521739130435,0.4,23,3
race,Other,0.8,0.25,0.2,0.7777777777777778,1.0,18,4
sex,female,0.3624161073825503,0.3958333333333333,0.45454545454545453,0.5870206489675516,0.47368421052631576,339,0
sex,female,0.2980132450331126,0.4140625,0.4578313253012048,0.5752212389380531,0.3584905660377358,339,1
sex,female,0.3860759493670886,0.39591836734693875,0.35789473684210527,0.6147058823529412,0.35051546391752575,340,2
sex,female,0.3023255813953488,0.46332046332046334,0.42857142857142855,0.5457142857142857,0.325,350,3
sex,female,0.41975308641975306,0.4104803493449782,0.3584905660377358,0.6059701492537314,0.40425531914893614,335,4
sex,male,0.3888888888888889,0.2682926829268293,0.36363636363636365,0.7115384615384616,0.36363636363636365,52,0
sex,male,0.2777777777777778,0.325,0.5833333333333334,0.6153846153846154,0.5384615384615384,52,1
sex,male,0.36363636363636365,0.3783783783783784,0.42857142857142855,0.6078431372549019,0.42857142857142855,51,2
sex,male,0.4117647058823529,0.3225806451612903,0.3,0.6829268292682927,0.3,41,3
sex,male,0.2631578947368421,0.3181818181818182,0.5454545454545454,0.6363636363636364,0.42857142857142855,55,4
