Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,1,0.7992203194544548,0
race,African-American,0,0.6558616090365027,0
race,Caucasian,0,0.6278544315096741,0
race,Caucasian,1,0.7949964264326049,0
race,Other,0,0.6025951200745772,0
race,Other,1,0.731930430557917,0
sex,male,1,0.7980540628232524,0
sex,male,0,0.6348250995561421,0
sex,female,0,0.6258384445651035,0
sex,female,1,0.7875782541912467,0
race,Caucasian,1,0.7970569529473537,1
race,Caucasian,0,0.6324178343966089,1
race,Other,1,0.7800222733826894,1
race,Other,0,0.6124726342589,1
race,African-American,0,0.6559516817210738,1
race,African-American,1,0.8072656654663316,1
sex,male,1,0.8050824342044278,1
sex,male,0,0.638739106089077,1
sex,female,0,0.6301648710531766,1
sex,female,1,0.7818935327285852,1
race,African-American,0,0.6581215539130074,2
race,African-American,1,0.80103200412716,2
race,Caucasian,0,0.631272055014071,2
race,Caucasian,1,0.7983262901015127,2
race,Other,0,0.6030960894232017,2
race,Other,1,0.7474976137489981,2
sex,male,0,0.6376850573284253,2
sex,male,1,0.8006284291811921,2
sex,female,0,0.6297580664791265,2
sex,female,1,0.7928656383945487,2
race,Caucasian,0,0.6320629424482329,3
race,Caucasian,1,0.7991322887038994,3
race,African-American,0,0.6610998545046707,3
race,African-American,1,0.8027090336628459,3
race,Other,0,0.6062988352794871,3
race,Other,1,0.7161696854925886,3
sex,male,0,0.6396528386289373,3
sex,male,1,0.8043044022894633,3
sex,female,0,0.6292755603602923,3
sex,female,1,0.7846963719130893,3
race,Caucasian,0,0.6287883460620098,4
race,Caucasian,1,0.7970641603339516,4
race,Other,1,0.7023324140194638,4
race,Other,0,0.6130816439886722,4
race,African-American,0,0.6588117309688324,4
race,African-American,1,0.8038727641182888,4
sex,female,0,0.627295333564723,4
sex,female,1,0.7927989219725444,4
sex,male,0,0.6364852188651325,4
sex,male,1,0.7990426955398522,4
