Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,1,0.24119315363821692,0
race,African-American,0,0.11688595726178577,0
race,Caucasian,0,0.10628346518262709,0
race,Caucasian,1,0.23671220394713147,0
race,Other,0,0.08426905435370434,0
race,Other,1,0.17217518669892146,0
sex,male,1,0.24022511227796922,0
sex,male,0,0.10972631942845569,0
sex,female,0,0.10277046480041599,0
sex,female,1,0.22824127441536224,0
race,Caucasian,1,0.236352712842684,1
race,Caucasian,0,0.10554913208128965,1
race,Other,1,0.19064078165238207,1
race,Other,0,0.08768283839151407,1
race,African-American,0,0.11243597840157908,1
race,African-American,1,0.24426167925086018,1
sex,male,1,0.24437764321792307,1
sex,male,0,0.10797209284988511,1
sex,female,0,0.10272677839834374,1
sex,female,1,0.2186935389458908,1
race,African-American,0,0.11449311523211976,2
race,African-American,1,0.23323758401099975,2
race,Caucasian,0,0.10554774768229253,2
race,Caucasian,1,0.2378775608815077,2
race,Other,0,0.082922274429318,2
race,Other,1,0.18708139464658807,2
sex,male,0,0.10781770051696293,2
sex,male,1,0.24027278126088558,2
sex,female,0,0.10375766465264528,2
sex,female,1,0.22745902649694905,2
race,Caucasian,0,0.10459390031581665,3
race,Caucasian,1,0.2400625601428321,3
race,African-American,0,0.11600731945406798,3
race,African-American,1,0.23346936347025704,3
race,Other,0,0.08174248024453205,3
race,Other,1,0.15315953470603155,3
sex,male,0,0.10784588263645872,3
sex,male,1,0.24394491044994035,3
sex,female,0,0.10187757855998827,3
sex,female,1,0.22274806211061388,3
race,Caucasian,0,0.1054420044956312,4
race,Caucasian,1,0.23720946102664028,4
race,Other,1,0.14202719431013563,4
race,Other,0,0.08661779023392614,4
race,African-American,0,0.1170497826957568,4
race,African-American,1,0.23789588438895856,4
sex,female,0,0.10394579683533148,4
sex,female,1,0.22855680820237637,4
sex,male,0,0.10840965240526733,4
sex,male,1,0.23949445283923665,4
