Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,,0.0,1.0,0.7465437788018433,inf,217,0
race,African-American,,0.0,1.0,0.7878787878787878,inf,231,1
race,African-American,,0.0,1.0,0.7511520737327189,inf,217,2
race,African-American,,0.0,1.0,0.7709251101321586,inf,227,3
race,African-American,,0.0,1.0,0.8017241379310345,inf,232,4
race,Caucasian,,0.0,1.0,0.816793893129771,inf,131,0
race,Caucasian,,0.0,1.0,0.7798165137614679,inf,109,1
race,Caucasian,,0.0,1.0,0.7886178861788617,inf,123,2
race,Caucasian,1.0,0.0,0.8571428571428571,0.856,inf,125,3
race,Caucasian,0.0,0.021505376344086023,1.0,0.8053097345132744,10.0,113,4
race,Hispanic,,0.0,1.0,0.9090909090909091,inf,22,0
race,Hispanic,,0.0,1.0,0.8064516129032258,inf,31,1
race,Hispanic,,0.0,1.0,0.9615384615384616,inf,26,2
race,Hispanic,,0.0,1.0,0.8636363636363636,inf,22,3
race,Hispanic,,0.0,1.0,0.8076923076923077,inf,26,4
race,Other,,0.0,1.0,0.8571428571428571,inf,21,0
race,Other,,0.0,1.0,0.75,inf,20,1
race,Other,,0.0,1.0,0.88,inf,25,2
race,Other,,0.0,1.0,0.5882352941176471,inf,17,3
race,Other,,0.0,1.0,0.7894736842105263,inf,19,4
sex,female,,0.0,1.0,0.8636363636363636,inf,44,0
sex,female,,0.0,1.0,0.8181818181818182,inf,55,1
sex,female,,0.0,1.0,0.9423076923076923,inf,52,2
sex,female,,0.0,1.0,0.84,inf,50,3
sex,female,,0.0,1.0,0.84,inf,50,4
sex,male,,0.0,1.0,0.7752161383285303,inf,347,0
sex,male,,0.0,1.0,0.7797619047619048,inf,336,1
sex,male,,0.0,1.0,0.7610619469026548,inf,339,2
sex,male,1.0,0.0,0.96,0.7888563049853372,inf,341,3
sex,male,0.0,0.007326007326007326,1.0,0.7970588235294118,33.5,340,4
