Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.19167017756903157,0
race,African-American,1,0.22137711416293457,0
race,Hispanic,0,0.15131143579272235,0
race,Caucasian,0,0.12559041718401814,0
race,Caucasian,1,0.16880891595646477,0
race,Other,1,0.17173699382080218,0
race,Other,0,0.14655250614799906,0
sex,male,0,0.17228925479364915,0
sex,male,1,0.1963657627375951,0
sex,female,1,0.2591288564319662,0
sex,female,0,0.1172369719295288,0
race,Other,0,0.1715316971508589,1
race,Other,1,0.11920292202211755,1
race,Caucasian,1,0.2042371816063222,1
race,Caucasian,0,0.1634520845091746,1
race,African-American,0,0.20279930961157416,1
race,African-American,1,0.2388009595731255,1
race,Hispanic,0,0.15175476970643872,1
race,Hispanic,1,0.3096014610110588,1
sex,male,0,0.1877193828354785,1
sex,male,1,0.2402838874220571,1
sex,female,0,0.16653377220234503,1
sex,female,1,0.11920292202211755,1
race,African-American,0,0.1714372822597494,2
race,African-American,1,0.17909832176126841,2
race,Other,0,0.1566375468590869,2
race,Other,1,0.16911575513807672,2
race,Caucasian,1,0.17161139679387463,2
race,Caucasian,0,0.1529278092626303,2
race,Hispanic,0,0.16527630643684915,2
race,Hispanic,1,0.1940721716960563,2
sex,male,0,0.1648481151318798,2
sex,male,1,0.17909832176126841,2
sex,female,1,0.16911575513807675,2
sex,female,0,0.1575081195297142,2
race,African-American,0,0.1756044079649685,3
race,African-American,1,0.21738816210244996,3
race,Caucasian,1,0.17645802375762312,3
race,Caucasian,0,0.12962370488544606,3
race,Hispanic,0,0.12011912967526951,3
race,Hispanic,1,0.19407217169605634,3
race,Other,0,0.10006237566357067,3
race,Other,1,0.07135155612575036,3
sex,male,0,0.15420139740744157,3
sex,male,1,0.19558270941710948,3
sex,female,0,0.14880702450115002,3
sex,female,1,0.2086562518528736,3
race,Caucasian,1,0.24402646723525565,4
race,Caucasian,0,0.15330340484137758,4
race,African-American,0,0.18326730872508026,4
race,African-American,1,0.24381755635174704,4
race,Hispanic,0,0.1434494166984335,4
race,Hispanic,1,0.38447071068499755,4
race,Other,0,0.13203975416705735,4
race,Other,1,0.15818364727378095,4
sex,male,1,0.2456143198900013,4
sex,male,0,0.16857685652553164,4
sex,female,1,0.24557550988494495,4
sex,female,0,0.1663251101568844,4
