Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,,0.0,1.0,0.9585253456221198,inf,217,0
race,African-American,0.0,0.004608294930875576,1.0,0.935064935064935,14.0,231,1
race,African-American,0.0,0.004784688995215311,1.0,0.9585253456221198,8.0,217,2
race,African-American,,0.0,1.0,0.9647577092511013,inf,227,3
race,African-American,,0.0,1.0,0.9612068965517241,inf,232,4
race,Asian,,0.0,,1.0,,2,0
race,Asian,,0.0,,1.0,,3,2
race,Caucasian,,0.0,1.0,0.9541984732824428,inf,131,0
race,Caucasian,,0.0,1.0,0.9541284403669725,inf,109,1
race,Caucasian,,0.0,1.0,0.975609756097561,inf,123,2
race,Caucasian,,0.0,1.0,0.984,inf,125,3
race,Caucasian,,0.0,1.0,0.9292035398230089,inf,113,4
race,Hispanic,,0.0,1.0,0.9090909090909091,inf,22,0
race,Hispanic,,0.0,1.0,0.967741935483871,inf,31,1
race,Hispanic,,0.0,,1.0,,26,2
race,Hispanic,,0.0,,1.0,,22,3
race,Hispanic,,0.0,,1.0,,26,4
race,Native American,,0.0,,1.0,,2,0
race,Native American,,0.0,,1.0,,1,2
race,Native American,,0.0,,1.0,,1,3
race,Other,,0.0,,1.0,,17,0
race,Other,,0.0,,1.0,,20,1
race,Other,,0.0,1.0,0.9523809523809523,inf,21,2
race,Other,,0.0,1.0,0.9375,inf,16,3
race,Other,,0.0,1.0,0.9473684210526315,inf,19,4
sex,female,,0.0,1.0,0.962536023054755,inf,347,0
sex,female,0.0,0.0031446540880503146,1.0,0.9434523809523809,18.0,336,1
sex,female,0.0,0.00303951367781155,1.0,0.967551622418879,10.0,339,2
sex,female,,0.0,1.0,0.967741935483871,inf,341,3
sex,female,,0.0,1.0,0.95,inf,340,4
sex,male,,0.0,1.0,0.9090909090909091,inf,44,0
sex,male,,0.0,1.0,0.9636363636363636,inf,55,1
sex,male,,0.0,1.0,0.9615384615384616,inf,52,2
sex,male,,0.0,,1.0,,50,3
sex,male,,0.0,1.0,0.98,inf,50,4
