Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,,0.0,1.0,0.9754915930464519,inf,3509,0
race,African-American,,0.0,1.0,0.976380277531739,inf,3387,1
race,African-American,1.0,0.0,0.9861111111111112,0.9791788856304985,inf,3410,2
race,African-American,1.0,0.0,0.9893617021276596,0.9728704784130688,inf,3428,3
race,African-American,0.0,0.000299311583358276,1.0,0.9740449110527851,88.0,3429,4
race,Asian,,0.0,,1.0,,46,0
race,Asian,,0.0,,1.0,,44,1
race,Asian,,0.0,1.0,0.98,inf,50,2
race,Asian,,0.0,,1.0,,46,3
race,Asian,,0.0,1.0,0.9642857142857143,inf,56,4
race,Caucasian,0.6,0.00013364517206815904,0.9913793103448276,0.9773395154443937,172.5,15313,0
race,Caucasian,1.0,0.0,0.9972375690607734,0.9766433747412008,inf,15456,1
race,Caucasian,0.5,6.669779230307477e-05,0.9974025974025974,0.974964234620887,384.0,15378,2
race,Caucasian,0.0,0.00013300525370752144,1.0,0.9781406544792141,167.0,15371,3
race,Caucasian,0.16666666666666666,0.00033229215125938727,0.9971671388101983,0.9768181818181818,70.4,15400,4
race,Indian,,0.0,,1.0,,19,0
race,Indian,,0.0,,1.0,,15,1
race,Indian,,0.0,,1.0,,19,2
race,Indian,,0.0,,1.0,,15,3
race,Indian,,0.0,,1.0,,11,4
race,Other,,0.0,,1.0,,315,0
race,Other,,0.0,1.0,0.9933333333333333,inf,300,1
race,Other,,0.0,1.0,0.9942028985507246,inf,345,2
race,Other,,0.0,1.0,0.9941520467836257,inf,342,3
race,Other,0.0,0.003289473684210526,1.0,0.9901960784313726,2.0,306,4
sex,female,0.6,0.00015357444521231668,0.9909638554216867,0.975215275177836,164.5,13355,0
sex,female,1.0,0.0,0.9972222222222222,0.9732847149873493,inf,13438,1
sex,female,0.6666666666666666,7.681081496274676e-05,0.994535519125683,0.9727306686589465,364.0,13385,2
sex,female,0.5,7.689350249903884e-05,0.9971181556195965,0.9740113840623128,346.0,13352,3
sex,female,0.2,0.0003069367710251688,0.9970588235294118,0.9743493867783428,84.75,13372,4
sex,male,,0.0,1.0,0.982555156490508,inf,5847,0
sex,male,,0.0,1.0,0.9854267869535045,inf,5764,1
sex,male,,0.0,1.0,0.9838404675949802,inf,5817,2
sex,male,0.0,0.00017340038148083925,1.0,0.9856410256410256,83.0,5850,3
sex,male,0.0,0.0005240174672489083,1.0,0.98147512864494,35.0,5830,4
