Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,1.0,0.0,0.9767441860465116,0.97606155599886,inf,3509,0
race,African-American,0.5,0.0003023888720895071,0.9875,0.976380277531739,79.0,3387,1
race,African-American,1.0,0.0,0.9861111111111112,0.9791788856304985,inf,3410,2
race,African-American,0.75,0.00029994001199760045,0.9680851063829787,0.9731621936989499,91.0,3428,3
race,African-American,,0.0,1.0,0.9743365412656751,inf,3429,4
race,Asian,,0.0,,1.0,,46,0
race,Asian,,0.0,,1.0,,44,1
race,Asian,,0.0,1.0,0.98,inf,50,2
race,Asian,,0.0,,1.0,,46,3
race,Asian,,0.0,1.0,0.9642857142857143,inf,56,4
race,Caucasian,0.3333333333333333,0.0004009355162044771,0.9913793103448276,0.9770782994840985,57.5,15313,0
race,Caucasian,0.3333333333333333,0.00026500596263415925,0.994475138121547,0.9764492753623188,90.0,15456,1
race,Caucasian,0.0,0.0006669779230307477,1.0,0.9743139550006503,38.5,15378,2
race,Caucasian,0.4444444444444444,0.00033251313426880364,0.9880239520958084,0.9782057120551688,66.0,15371,3
race,Caucasian,0.21428571428571427,0.000731042732770652,0.9915014164305949,0.9765584415584415,31.818181818181817,15400,4
race,Indian,,0.0,,1.0,,19,0
race,Indian,,0.0,,1.0,,15,1
race,Indian,,0.0,,1.0,,19,2
race,Indian,,0.0,,1.0,,15,3
race,Indian,,0.0,,1.0,,11,4
race,Other,,0.0,,1.0,,315,0
race,Other,,0.0,1.0,0.9933333333333333,inf,300,1
race,Other,,0.0,1.0,0.9942028985507246,inf,345,2
race,Other,,0.0,1.0,0.9941520467836257,inf,342,3
race,Other,,0.0,1.0,0.9934640522875817,inf,306,4
sex,female,0.5,0.0003839361130307917,0.9849397590361446,0.9751403968551104,65.4,13355,0
sex,female,0.75,7.64642911760208e-05,0.9916666666666667,0.9733591308230392,357.0,13438,1
sex,female,0.1111111111111111,0.0006144865197019741,0.9972677595628415,0.9721329846843482,45.625,13385,2
sex,female,0.6363636363636364,0.00030757400999615535,0.9798270893371758,0.9742360695026963,85.0,13352,3
sex,female,0.3,0.0005371393492940455,0.9911764705882353,0.9742746036494166,48.142857142857146,13372,4
sex,male,0.0,0.00017406440382941688,1.0,0.9823841286129639,102.0,5847,0
sex,male,0.0,0.0007042253521126761,1.0,0.9847328244274809,21.0,5764,1
sex,male,0.0,0.00034946706272933774,1.0,0.9834966477565755,47.0,5817,2
sex,male,0.0,0.0003468007629616785,1.0,0.9854700854700855,41.5,5850,3
sex,male,0.0,0.0006986899563318777,1.0,0.981303602058319,26.25,5830,4
