Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.6744829244829245,0
race,African-American,0.5630284728213978,0
race,Other,0.5306122448979591,0
race,Hispanic,0.46875000000000006,0
sex,male,0.6136046511627906,0
sex,female,0.6505263157894736,0
race,Hispanic,0.7179487179487181,1
race,Other,0.51010101010101,1
race,African-American,0.6741412929353533,1
race,Caucasian,0.6885245901639344,1
sex,male,0.6749291282778171,1
sex,female,0.6671428571428571,1
race,African-American,0.6770247229326515,2
race,Hispanic,0.48571428571428577,2
race,Other,0.6597222222222222,2
race,Caucasian,0.6912328767123288,2
sex,male,0.6578571428571428,2
sex,female,0.7927927927927929,2
race,African-American,0.5954502814258913,3
race,Other,0.5625,3
race,Caucasian,0.5153148043108338,3
race,Hispanic,0.4322916666666667,3
sex,male,0.5796276782578154,3
sex,female,0.540952380952381,3
race,Hispanic,0.5515151515151515,4
race,African-American,0.6125541125541125,4
race,Caucasian,0.6576190476190475,4
race,Other,0.7045454545454546,4
sex,male,0.5984656531531531,4
sex,female,0.7758333333333334,4
