Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.6711159211159212,0
race,African-American,0.5415444348576359,0
race,Other,0.43877551020408156,0
race,Hispanic,0.5982142857142858,0
sex,male,0.5893189368770765,0
sex,female,0.6978947368421052,0
race,Hispanic,0.6025641025641026,1
race,Other,0.6767676767676768,1
race,African-American,0.6337183140842958,1
race,Caucasian,0.6280737704918034,1
sex,male,0.622041105598866,1
sex,female,0.6957142857142857,1
race,African-American,0.6705882352941177,2
race,Hispanic,0.4761904761904763,2
race,Other,0.6770833333333333,2
race,Caucasian,0.6269863013698631,2
sex,male,0.6556271777003484,2
sex,female,0.663963963963964,2
race,African-American,0.5584740462789244,3
race,Other,0.5902777777777778,3
race,Caucasian,0.5333238797504255,3
race,Hispanic,0.42708333333333326,3
sex,male,0.5451352300667369,3
sex,female,0.6285714285714284,3
race,Hispanic,0.7242424242424242,4
race,African-American,0.5254423938634465,4
race,Caucasian,0.5528571428571429,4
race,Other,0.8238636363636364,4
sex,male,0.5600893862612613,4
sex,female,0.4941666666666667,4
