Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,,0.0,1.0,0.8701754385964913,inf,3420,0
race,African-American,,0.0,1.0,0.8671963677639046,inf,3524,1
race,African-American,,0.0,1.0,0.8737029350726356,inf,3373,2
race,African-American,,0.0,1.0,0.8705185185185185,inf,3375,3
race,African-American,,0.0,1.0,0.8775569000288101,inf,3471,4
race,Asian,,0.0,1.0,0.9777777777777777,inf,45,0
race,Asian,,0.0,1.0,0.9705882352941176,inf,68,1
race,Asian,,0.0,,1.0,,40,2
race,Asian,,0.0,1.0,0.9019607843137255,inf,51,3
race,Asian,,0.0,1.0,0.9736842105263158,inf,38,4
race,Caucasian,,0.0,1.0,0.9159314997405293,inf,15416,0
race,Caucasian,,0.0,1.0,0.920739675901725,inf,15304,1
race,Caucasian,,0.0,1.0,0.9211669367909239,inf,15425,2
race,Caucasian,,0.0,1.0,0.9194469687134883,inf,15406,3
race,Caucasian,,0.0,1.0,0.9219756621331424,inf,15367,4
race,Indian,,0.0,1.0,0.9230769230769231,inf,13,0
race,Indian,,0.0,1.0,0.9285714285714286,inf,14,1
race,Indian,,0.0,,1.0,,19,2
race,Indian,,0.0,1.0,0.9545454545454546,inf,22,3
race,Indian,,0.0,,1.0,,11,4
race,Other,,0.0,1.0,0.961038961038961,inf,308,0
race,Other,,0.0,1.0,0.9794520547945206,inf,292,1
race,Other,,0.0,1.0,0.927536231884058,inf,345,2
race,Other,,0.0,1.0,0.9712643678160919,inf,348,3
race,Other,,0.0,1.0,0.9619047619047619,inf,315,4
sex,female,,0.0,1.0,0.8911967606478705,inf,13336,0
sex,female,,0.0,1.0,0.8962946395288153,inf,13413,1
sex,female,,0.0,1.0,0.8994986155803337,inf,13363,2
sex,female,,0.0,1.0,0.8963896762643593,inf,13406,3
sex,female,,0.0,1.0,0.8989838613269575,inf,13384,4
sex,male,,0.0,1.0,0.9483464030003409,inf,5866,0
sex,male,,0.0,1.0,0.9483503195716013,inf,5789,1
sex,male,,0.0,1.0,0.9445110464120569,inf,5839,2
sex,male,,0.0,1.0,0.9473775017253279,inf,5796,3
sex,male,,0.0,1.0,0.9510140941904435,inf,5818,4
