Attribute,Attribute Value,PPV,NPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0,0.9928878597419781,0.0,1.0,0.9928878597419781,inf,6046,0
race,African-American,0,0.9933289944679466,0.0,1.0,0.9933289944679466,inf,6146,1
race,African-American,0,0.992482431769897,0.0,1.0,0.992482431769897,inf,6119,2
race,African-American,0,0.9935950073903761,0.0,1.0,0.9935950073903761,inf,6089,3
race,African-American,0,0.9944688465918334,0.0,1.0,0.9944688465918334,inf,6147,4
race,Caucasian,0,0.9935028447004285,0.0,1.0,0.9935028447004285,inf,28474,0
race,Caucasian,0,0.9932353873797696,0.0,1.0,0.9932353873797696,inf,28383,1
race,Caucasian,0,0.9939845921131318,0.0,1.0,0.9939845921131318,inf,28427,2
race,Caucasian,0,0.9939792972325893,0.0,1.0,0.9939792972325893,inf,28402,3
race,Caucasian,0,0.9939773887930123,0.0,1.0,0.9939773887930123,inf,28393,4
race,Other,0,1.0,0.0,0.0,1.0,,774,0
race,Other,0,0.9973821989528796,0.0,1.0,0.9973821989528796,inf,764,1
race,Other,0,1.0,0.0,0.0,1.0,,747,2
race,Other,0,1.0,0.0,0.0,1.0,,802,3
race,Other,0,0.9920318725099602,0.0,1.0,0.9920318725099602,inf,753,4
sex,female,0,0.9948076031525267,0.0,1.0,0.9948076031525267,inf,10785,0
sex,female,0,0.995392129757626,0.0,1.0,0.995392129757626,inf,10851,1
sex,female,0,0.9954566527584608,0.0,1.0,0.9954566527584608,inf,10785,2
sex,female,0,0.9971038863976084,0.0,1.0,0.9971038863976084,inf,10704,3
sex,female,0,0.9954867827208252,0.0,1.0,0.9954867827208252,inf,10857,4
sex,male,0,0.99298216981517,0.0,1.0,0.99298216981517,inf,24509,0
sex,male,0,0.992431061287947,0.0,1.0,0.992431061287947,inf,24442,1
sex,male,0,0.9931450954790273,0.0,1.0,0.9931450954790273,inf,24508,2
sex,male,0,0.9927203220952459,0.0,1.0,0.9927203220952459,inf,24589,3
sex,male,0,0.9933704370600753,0.0,1.0,0.9933704370600753,inf,24436,4
