Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.0058771672054069935,0.9696188019489825,0.0,0.03590766600170989,0.0,3509,0
race,African-American,,0.0,1.0,0.9958665485680543,inf,3387,1
race,African-American,,0.0,1.0,0.993841642228739,inf,3410,2
race,African-American,1.0,0.0,0.9696969696969697,0.9906651108518086,inf,3428,3
race,African-American,,0.0,1.0,0.9932925051035287,inf,3429,4
race,Asian,0.0,0.9565217391304348,,0.043478260869565216,0.0,46,0
race,Asian,,0.0,,1.0,,44,1
race,Asian,,0.0,,1.0,,50,2
race,Asian,,0.0,,1.0,,46,3
race,Asian,,0.0,1.0,0.9821428571428571,inf,56,4
race,Caucasian,0.006275727107092247,0.9676698646339861,0.021052631578947368,0.0382028341931692,0.00013581420616596497,15313,0
race,Caucasian,,0.0,1.0,0.9939829192546584,inf,15456,1
race,Caucasian,,0.0,1.0,0.9932370919495384,inf,15378,2
race,Caucasian,0.0,6.543646119617851e-05,1.0,0.9941448181640752,89.0,15371,3
race,Caucasian,0.0,6.538084341288002e-05,1.0,0.9931168831168831,105.0,15400,4
race,Indian,0.0,0.9473684210526315,,0.05263157894736842,0.0,19,0
race,Indian,,0.0,,1.0,,15,1
race,Indian,,0.0,,1.0,,19,2
race,Indian,,0.0,,1.0,,15,3
race,Indian,,0.0,,1.0,,11,4
race,Other,0.0,0.9492063492063492,,0.050793650793650794,0.0,315,0
race,Other,,0.0,,1.0,,300,1
race,Other,,0.0,1.0,0.9971014492753624,inf,345,2
race,Other,,0.0,,1.0,,342,3
race,Other,,0.0,1.0,0.9967320261437909,inf,306,4
sex,female,0.00726036919749749,0.969233089510595,0.0,0.03758891800823662,0.0,13355,0
sex,female,,0.0,1.0,0.9936002381306742,inf,13438,1
sex,female,,0.0,1.0,0.9928277923048189,inf,13385,2
sex,female,,0.0,1.0,0.9925104853205512,inf,13352,3
sex,female,,0.0,1.0,0.9922973377206102,inf,13372,4
sex,male,0.003371185237757275,0.964126330243735,0.09523809523809523,0.038994356080041044,0.00035606195478013177,5847,0
sex,male,,0.0,1.0,0.9963566967383761,inf,5764,1
sex,male,,0.0,1.0,0.9948427024239299,inf,5817,2
sex,male,0.5,0.00017158544955387783,0.9545454545454546,0.9962393162393163,21.0,5850,3
sex,male,0.0,0.00017232465965879716,1.0,0.995197255574614,27.0,5830,4
