Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.27153068322285223,0
race,African-American,1,0.2916105165473221,0
race,Hispanic,1,0.2571663434443604,0
race,Hispanic,0,0.22333914368600905,0
race,Caucasian,0,0.23562596485563347,0
race,Caucasian,1,0.25416038032809135,0
race,Other,0,0.23652710354088974,0
race,Other,1,0.3730676406740392,0
sex,male,0,0.25956132057521725,0
sex,male,1,0.2855074270310459,0
sex,female,0,0.2152552100111997,0
sex,female,1,0.25753835135903674,0
race,Other,0,0.20904602163084413,1
race,Other,1,0.4048007305055294,1
race,Caucasian,0,0.28178392466390845,1
race,Caucasian,1,0.34901882730693423,1
race,African-American,1,0.321004531022017,1
race,African-American,0,0.2864027880870163,1
race,Hispanic,1,0.2824947679170164,1
race,Hispanic,0,0.26629776609145345,1
sex,male,0,0.28522994891664416,1
sex,male,1,0.3182745378238769,1
sex,female,0,0.2532933945645192,1
sex,female,1,0.4233714331601916,1
race,African-American,1,0.30147814780258897,2
race,African-American,0,0.260148453799356,2
race,Other,1,0.21278948411454107,2
race,Other,0,0.20087846712095983,2
race,Caucasian,0,0.2049068105579554,2
race,Caucasian,1,0.24350774305323122,2
race,Hispanic,0,0.2244499268728444,2
race,Hispanic,1,0.28927144119052695,2
sex,male,1,0.2723787828707614,2
sex,male,0,0.24435515310731112,2
sex,female,0,0.19621292557142983,2
sex,female,1,0.3047322156603824,2
race,African-American,1,0.3580264691587556,3
race,African-American,0,0.2895518037012703,3
race,Caucasian,0,0.23420163818861403,3
race,Caucasian,1,0.25714514204831396,3
race,Hispanic,0,0.277134616022039,3
race,Hispanic,1,0.38447071068499755,3
race,Other,0,0.26431502463254736,3
race,Other,1,0.2960481144640376,3
sex,male,1,0.33699860379218466,3
sex,male,0,0.27262739733447333,3
sex,female,0,0.24633263284506982,3
sex,female,1,0.24167180644329164,3
race,Caucasian,0,0.22687299901920527,4
race,Caucasian,1,0.2680699754160009,4
race,African-American,1,0.32815603729465453,4
race,African-American,0,0.2603813283606793,4
race,Hispanic,1,0.3345578775690384,4
race,Hispanic,0,0.2254274947465661,4
race,Other,1,0.4614902368949992,4
race,Other,0,0.2465854850210574,4
sex,male,0,0.25359337892080275,4
sex,male,1,0.3158152622000039,4
sex,female,0,0.21401032595250571,4
sex,female,1,0.3470360858480281,4
