Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.2,0.025477707006369428,0.9850746268656716,0.6875,16.5,224,0
race,African-American,0.5,0.011627906976744186,0.9661016949152542,0.7445887445887446,28.5,231,1
race,African-American,,0.0,1.0,0.684931506849315,inf,219,2
race,African-American,0.5,0.018518518518518517,0.9558823529411765,0.7043478260869566,21.666666666666668,230,3
race,African-American,,0.0,1.0,0.7,inf,220,4
race,Caucasian,0.3333333333333333,0.022727272727272728,0.96875,0.725,15.5,120,0
race,Caucasian,,0.0,1.0,0.7168141592920354,inf,113,1
race,Caucasian,0.5,0.010638297872340425,0.9642857142857143,0.7704918032786885,27.0,122,2
race,Caucasian,,0.0,1.0,0.7899159663865546,inf,119,3
race,Caucasian,,0.0,1.0,0.7480314960629921,inf,127,4
race,Hispanic,0.0,0.07407407407407407,1.0,0.7575757575757576,3.0,33,0
race,Hispanic,,0.0,1.0,0.9259259259259259,inf,27,1
race,Hispanic,,0.0,1.0,0.7307692307692307,inf,26,2
race,Hispanic,,0.0,1.0,0.8333333333333334,inf,18,3
race,Hispanic,,0.0,1.0,0.6086956521739131,inf,23,4
race,Other,,0.0,1.0,0.6428571428571429,inf,14,0
race,Other,,0.0,1.0,0.9,inf,20,1
race,Other,1.0,0.0,0.8,0.8333333333333334,inf,24,2
race,Other,,0.0,1.0,0.7916666666666666,inf,24,3
race,Other,,0.0,1.0,0.5,inf,20,4
sex,female,0.6666666666666666,0.024390243902439025,0.8181818181818182,0.8076923076923077,9.0,52,0
sex,female,,0.0,1.0,0.7692307692307693,inf,52,1
sex,female,,0.0,1.0,0.7254901960784313,inf,51,2
sex,female,1.0,0.0,0.9,0.7804878048780488,inf,41,3
sex,female,,0.0,1.0,0.8,inf,55,4
sex,male,0.0,0.029166666666666667,1.0,0.6873156342182891,14.142857142857142,339,0
sex,male,0.5,0.0078125,0.9759036144578314,0.7551622418879056,40.5,339,1
sex,male,0.6666666666666666,0.004081632653061225,0.9789473684210527,0.7235294117647059,93.0,340,2
sex,male,0.4,0.011583011583011582,0.978021978021978,0.7371428571428571,29.666666666666668,350,3
sex,male,,0.0,1.0,0.6835820895522388,inf,335,4
