Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.7351351351351351,0
race,African-American,0.564868804664723,0
race,Other,0.75,0
race,Hispanic,0.5964912280701755,0
sex,male,0.6299381124290871,0
sex,female,0.71875,0
race,Hispanic,0.69,1
race,Other,0.7549019607843137,1
race,African-American,0.6597532314923619,1
race,Caucasian,0.708187134502924,1
sex,male,0.6890084891527491,1
sex,female,0.5461309523809524,1
race,African-American,0.7387749445676274,2
race,Hispanic,0.44,2
race,Other,0.6363636363636364,2
race,Caucasian,0.7568783068783069,2
sex,male,0.7162612035851472,2
sex,female,0.8025568181818181,2
race,African-American,0.5976373626373627,3
race,Other,0.44230769230769235,3
race,Caucasian,0.49702085402184704,3
race,Hispanic,0.2142857142857143,3
sex,male,0.5706061544816191,3
sex,female,0.5978260869565217,3
race,Hispanic,0.8260869565217391,4
race,African-American,0.6129679144385027,4
race,Caucasian,0.7349877450980391,4
race,Other,0.45833333333333326,4
sex,male,0.62346588119784,4
sex,female,0.8005952380952381,4
