Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.3333333333333333,0.0006029544769369913,0.9947916666666666,0.944998575092619,95.5,3509,0
race,African-American,0.0,0.0006222775357809583,1.0,0.948331857100679,86.5,3387,1
race,African-American,0.5,0.0006207324643078833,0.9893617021276596,0.9448680351906158,93.0,3410,2
race,African-American,0.0,0.000925925925925926,1.0,0.9442823803967327,62.666666666666664,3428,3
race,African-American,0.0,0.000308546744831842,1.0,0.9448818897637795,188.0,3429,4
race,Asian,,0.0,1.0,0.9782608695652174,inf,46,0
race,Asian,0.0,0.023255813953488372,1.0,0.9545454545454546,1.0,44,1
race,Asian,,0.0,1.0,0.98,inf,50,2
race,Asian,,0.0,,1.0,,46,3
race,Asian,,0.0,1.0,0.9821428571428571,inf,56,4
race,Caucasian,0.3076923076923077,0.0006232255383976179,0.9954128440366973,0.9427284007052831,96.44444444444444,15313,0
race,Caucasian,0.5,0.00041172030467302544,0.9932049830124575,0.942870082815735,146.16666666666666,15456,1
race,Caucasian,0.4444444444444444,0.0003437371098583803,0.9951923076923077,0.9458317076342827,165.6,15378,2
race,Caucasian,0.3333333333333333,0.000549828178694158,0.9951278928136419,0.9463274998373561,102.125,15371,3
race,Caucasian,0.26666666666666666,0.0007580456205637103,0.9955005624296963,0.9418181818181818,80.45454545454545,15400,4
race,Indian,,0.0,,1.0,,19,0
race,Indian,,0.0,1.0,0.9333333333333333,inf,15,1
race,Indian,,0.0,,1.0,,19,2
race,Indian,,0.0,,1.0,,15,3
race,Indian,,0.0,,1.0,,11,4
race,Other,,0.0,1.0,0.9777777777777777,inf,315,0
race,Other,,0.0,1.0,0.97,inf,300,1
race,Other,0.0,0.006006006006006006,1.0,0.9594202898550724,6.0,345,2
race,Other,,0.0,1.0,0.9853801169590644,inf,342,3
race,Other,,0.0,1.0,0.9836601307189542,inf,306,4
sex,female,0.26666666666666666,0.0008744733285634788,0.9948453608247423,0.941370273305878,70.18181818181819,13355,0
sex,female,0.3333333333333333,0.0006319614503515285,0.9948652118100129,0.9417324006548593,96.875,13438,1
sex,female,0.5,0.0004753228234175711,0.9921259842519685,0.9430706014194994,126.0,13385,2
sex,female,0.2222222222222222,0.0005551590134031248,0.9973082099596231,0.9439784301977232,105.85714285714286,13352,3
sex,female,0.23076923076923078,0.0007942811755361397,0.9961636828644501,0.9409961112772959,77.9,13372,4
sex,male,1.0,0.0,0.9966216216216216,0.9495467761245083,inf,5847,0
sex,male,0.6666666666666666,0.00018261504747991235,0.9930555555555556,0.9502081887578071,286.0,5764,1
sex,male,0.0,0.0005409304002884963,1.0,0.9528966821385594,90.33333333333333,5817,2
sex,male,0.3333333333333333,0.000716974368166338,0.992619926199262,0.9533333333333334,67.25,5850,3
sex,male,0.3333333333333333,0.00036172906493036716,0.9966777408637874,0.9481989708404803,150.0,5830,4
