Attribute,Attribute Value,Label,Expected Score,fold_num
race,Caucasian,0,3.26271186440678,0
race,Caucasian,1,3.5384615384615383,0
race,African-American,0,4.157894736842105,0
race,African-American,1,4.222222222222222,0
race,Other,0,3.5,0
race,Other,1,3.3333333333333335,0
race,Hispanic,0,3.5,0
race,Hispanic,1,3.0,0
sex,male,0,3.8376623376623376,0
sex,male,1,3.923076923076923,0
sex,female,0,3.3157894736842106,0
sex,female,1,3.8333333333333335,0
race,Hispanic,0,3.4814814814814814,1
race,Hispanic,1,4.25,1
race,Other,0,3.5625,1
race,Other,1,4.25,1
race,African-American,1,3.945945945945946,1
race,African-American,0,3.814432989690722,1
race,Caucasian,0,3.3469387755102042,1
race,Caucasian,1,3.3636363636363638,1
sex,male,0,3.727272727272727,1
sex,male,1,3.84,1
sex,female,0,3.122448979591837,1
sex,female,1,4.166666666666667,1
race,African-American,0,3.8707865168539324,2
race,African-American,1,4.487179487179487,2
race,Hispanic,0,3.230769230769231,2
race,Other,0,3.347826086956522,2
race,Other,1,4.0,2
race,Caucasian,0,3.25,2
race,Caucasian,1,3.6363636363636362,2
sex,male,0,3.7058823529411766,2
sex,male,1,4.32,2
sex,female,0,2.86,2
sex,female,1,3.5,2
race,African-American,0,4.142857142857143,3
race,African-American,1,4.291666666666667,3
race,Other,0,3.4375,3
race,Other,1,3.0,3
race,Caucasian,0,3.5,3
race,Caucasian,1,3.8461538461538463,3
race,Hispanic,0,3.619047619047619,3
race,Hispanic,1,2.0,3
sex,male,0,3.9385113268608416,3
sex,male,1,4.09375,3
sex,female,0,3.4186046511627906,3
sex,female,1,3.857142857142857,3
race,Hispanic,0,3.1666666666666665,4
race,Hispanic,1,5.0,4
race,African-American,0,3.9704433497536944,4
race,African-American,1,4.206896551724138,4
race,Caucasian,0,3.3789473684210525,4
race,Caucasian,1,3.1666666666666665,4
race,Other,0,3.533333333333333,4
race,Other,1,4.75,4
sex,male,0,3.733788395904437,4
sex,male,1,4.042553191489362,4
sex,female,0,3.6818181818181817,4
sex,female,1,3.0,4
