Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,1,0.10120416714884822,0
race,African-American,0,0.04137046199294939,0
race,Caucasian,0,0.04063972640429228,0
race,Caucasian,1,0.09605940771940602,0
race,Other,0,0.030243024319339253,0
race,Other,1,0.05978936014557053,0
sex,male,1,0.09440247343783865,0
sex,male,0,0.04110010697460321,0
sex,female,0,0.03924123289301034,0
sex,female,1,0.10191820075627814,0
race,Caucasian,1,0.09875856018098444,1
race,Caucasian,0,0.04054810821284727,1
race,Other,1,0.08786590308698243,1
race,Other,0,0.03232540700440814,1
race,African-American,0,0.04017687518606872,1
race,African-American,1,0.11468747070710061,1
sex,male,1,0.1017647734770549,1
sex,male,0,0.04112665670425327,1
sex,female,0,0.038455375851529465,1
sex,female,1,0.09866037038355728,1
race,African-American,0,0.0418860760794736,2
race,African-American,1,0.11164246589023111,2
race,Caucasian,0,0.04090547347707248,2
race,Caucasian,1,0.10311734493842618,2
race,Other,0,0.027014792888290586,2
race,Other,1,0.06655567309627808,2
sex,male,0,0.041598716086092835,2
sex,male,1,0.10286109767616924,2
sex,female,0,0.03890359576313053,2
sex,female,1,0.1076148923684917,2
race,Caucasian,0,0.041401624564912906,3
race,Caucasian,1,0.09917658819871693,3
race,African-American,0,0.042157069553790213,3
race,African-American,1,0.09482756428177692,3
race,Other,0,0.03082025647887976,3
race,Other,1,0.08321799799874682,3
sex,male,0,0.041813091428894465,3
sex,male,1,0.09687307153113936,3
sex,female,0,0.040076023449527244,3
sex,female,1,0.10235916967121575,3
race,Caucasian,0,0.04081102100064668,4
race,Caucasian,1,0.09834905533395555,4
race,Other,0,0.030377628516932566,4
race,Other,1,0.06407070581931368,4
race,African-American,0,0.042048629329268,4
race,African-American,1,0.10130431923025762,4
sex,female,0,0.04077651894149853,4
sex,female,1,0.09731384810962786,4
sex,male,0,0.040807715826365575,4
sex,male,1,0.09906459468621763,4
