Attribute,Attribute Value,Label,Expected Score,fold_num
race,Caucasian,0,3.7203389830508473,0
race,Caucasian,1,5.769230769230769,0
race,African-American,0,6.036082474226804,0
race,African-American,1,6.217391304347826,0
race,Other,0,4.8,0
race,Other,1,8.0,0
race,Hispanic,0,4.142857142857143,0
race,Hispanic,1,6.0,0
sex,male,0,5.128205128205129,0
sex,male,1,6.228571428571429,0
sex,female,0,4.7073170731707314,0
sex,female,1,4.666666666666667,0
race,Hispanic,0,3.888888888888889,1
race,Hispanic,1,6.25,1
race,Other,0,4.111111111111111,1
race,Other,1,5.5,1
race,African-American,0,5.586854460093897,1
race,African-American,1,6.888888888888889,1
race,Caucasian,0,4.051020408163265,1
race,Caucasian,1,6.363636363636363,1
sex,male,0,5.009771986970684,1
sex,male,1,7.068965517241379,1
sex,female,0,4.653061224489796,1
sex,female,1,4.166666666666667,1
race,African-American,0,5.817258883248731,2
race,African-American,1,7.9,2
race,Hispanic,0,4.8076923076923075,2
race,Other,0,3.652173913043478,2
race,Other,1,4.5,2
race,Caucasian,0,4.192982456140351,2
race,Caucasian,1,6.666666666666667,2
sex,male,0,5.201298701298701,2
sex,male,1,7.32258064516129,2
sex,female,0,4.4423076923076925,2
race,African-American,0,6.061224489795919,3
race,African-American,1,6.741935483870968,3
race,Other,0,3.5625,3
race,Other,1,2.0,3
race,Caucasian,0,4.368421052631579,3
race,Caucasian,1,5.363636363636363,3
race,Hispanic,0,4.045454545454546,3
sex,male,0,5.312292358803987,3
sex,male,1,6.25,3
sex,female,0,4.957446808510638,3
sex,female,1,6.666666666666667,3
race,Hispanic,0,3.92,4
race,Hispanic,1,10.0,4
race,African-American,0,5.6157407407407405,4
race,African-American,1,6.375,4
race,Caucasian,0,4.105769230769231,4
race,Caucasian,1,6.222222222222222,4
race,Other,0,4.294117647058823,4
race,Other,1,2.5,4
sex,male,0,5.04375,4
sex,male,1,6.0,4
sex,female,0,4.690476190476191,4
sex,female,1,6.625,4
