Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.05729067373398731,0
race,African-American,1,0.13721484454049862,0
race,Hispanic,0,0.06259110695938996,0
race,Caucasian,0,0.04855093037670365,0
race,Caucasian,1,0.04957549357983349,0
race,Other,0,0.03646677550253735,0
sex,male,0,0.05395103535838943,0
sex,male,1,0.10215910415623256,0
sex,female,0,0.051352567014544506,0
race,Other,0,0.04486016374000242,1
race,Caucasian,0,0.031180742702490296,1
race,Caucasian,1,0.057773882041323055,1
race,African-American,0,0.05280459554487942,1
race,African-American,1,0.09131987267277791,1
race,Hispanic,0,0.03687690054788008,1
race,Hispanic,1,0.04742587317756678,1
sex,male,0,0.044495421901422354,1
sex,male,1,0.09229573680875044,1
sex,female,0,0.04196488218868806,1
sex,female,1,0.03761265210574171,1
race,African-American,0,0.04686784069831279,2
race,African-American,1,0.08086109233188589,2
race,Other,0,0.04481398778779705,2
race,Caucasian,0,0.0352351597081322,2
race,Caucasian,1,0.07066230859233891,2
race,Hispanic,0,0.042585704333635184,2
sex,male,0,0.04330672070021756,2
sex,male,1,0.07769124692984071,2
sex,female,0,0.03870615992566523,2
sex,female,1,0.06859456599210455,2
race,African-American,0,0.05191555723983618,3
race,African-American,1,0.08176774794762921,3
race,Caucasian,1,0.08288010005136454,3
race,Caucasian,0,0.03769935080253207,3
race,Hispanic,0,0.02773378768059883,3
race,Other,0,0.02052418369710325,3
race,Other,1,0.04742587317756678,3
sex,male,0,0.044909605996596595,3
sex,male,1,0.0708760999859962,3
sex,female,0,0.039566714228014846,3
sex,female,1,0.13537685111806808,3
race,Caucasian,1,0.13946633485529625,4
race,Caucasian,0,0.04421672018031896,4
race,African-American,0,0.0630400109862935,4
race,African-American,1,0.11057960122987345,4
race,Hispanic,0,0.0448701763727649,4
race,Hispanic,1,0.11920292202211755,4
race,Other,1,0.04742587317756678,4
race,Other,0,0.05806708267329174,4
sex,male,1,0.11780505611526401,4
sex,male,0,0.0578106656251174,4
sex,female,0,0.04976058264803328,4
sex,female,1,0.12126438924170957,4
