Attribute,Attribute Value,Label,Expected Score,fold_num
race,Caucasian,0,3.2244897959183674,0
race,Caucasian,1,3.484848484848485,0
race,African-American,0,4.175675675675675,0
race,African-American,1,4.144927536231884,0
race,Other,0,3.6875,0
race,Other,1,2.8,0
race,Hispanic,0,3.588235294117647,0
race,Hispanic,1,3.0,0
sex,male,0,3.84,0
sex,male,1,3.865979381443299,0
sex,female,0,3.2413793103448274,0
sex,female,1,3.6666666666666665,0
race,Hispanic,0,3.5,1
race,Hispanic,1,3.857142857142857,1
race,Other,0,3.6666666666666665,1
race,Other,1,3.75,1
race,African-American,1,4.014084507042254,1
race,African-American,0,3.75625,1
race,Caucasian,0,3.3125,1
race,Caucasian,1,3.4482758620689653,1
sex,male,0,3.7051282051282053,1
sex,male,1,3.8333333333333335,1
sex,female,0,3.0238095238095237,1
sex,female,1,3.923076923076923,1
race,African-American,0,3.8413793103448275,2
race,African-American,1,4.263888888888889,2
race,Hispanic,0,3.0869565217391304,2
race,Hispanic,1,4.333333333333333,2
race,Other,0,3.1578947368421053,2
race,Other,1,4.166666666666667,2
race,Caucasian,1,3.3870967741935485,2
race,Caucasian,0,3.25,2
sex,male,0,3.6794871794871793,2
sex,male,1,4.057142857142857,2
sex,female,0,2.8,2
sex,female,1,3.4285714285714284,2
race,African-American,0,4.102857142857143,3
race,African-American,1,4.346153846153846,3
race,Other,0,3.2857142857142856,3
race,Other,1,4.0,3
race,Caucasian,0,3.480392156862745,3
race,Caucasian,1,3.782608695652174,3
race,Hispanic,1,3.2,3
race,Hispanic,0,3.6470588235294117,3
sex,male,0,3.9107806691449816,3
sex,male,1,4.111111111111111,3
sex,female,0,3.3076923076923075,3
sex,female,1,4.090909090909091,3
race,Hispanic,1,3.857142857142857,4
race,Hispanic,0,3.1052631578947367,4
race,African-American,0,3.9820359281437128,4
race,African-American,1,4.046153846153846,4
race,Caucasian,0,3.35,4
race,Caucasian,1,3.3333333333333335,4
race,Other,0,3.4285714285714284,4
race,Other,1,4.8,4
sex,male,1,3.938775510204082,4
sex,male,0,3.7107438016528924,4
sex,female,0,3.736842105263158,4
sex,female,1,3.1666666666666665,4
