Attribute,Attribute Value,Label,Expected Score,fold_num
race,Caucasian,0,0.1151139916620233,0
race,Caucasian,1,0.12553661535349545,0
race,African-American,0,0.1327065131496657,0
race,African-American,1,0.15986089810011,0
race,Other,0,0.09954875259390368,0
race,Other,1,0.12869952240508314,0
race,Hispanic,0,0.15887007957671243,0
race,Hispanic,1,0.1324210769971647,0
sex,male,0,0.1293850493292314,0
sex,male,1,0.1527362391763787,0
sex,female,0,0.09893255831129419,0
sex,female,1,0.11088653816502998,0
race,Hispanic,0,0.09578825929699657,1
race,Hispanic,1,0.14190035664329076,1
race,Other,0,0.11791734071925349,1
race,Other,1,0.12819840300778665,1
race,African-American,1,0.1547933262238875,1
race,African-American,0,0.12357286965145416,1
race,Caucasian,0,0.10548883683590311,1
race,Caucasian,1,0.13546885000172793,1
sex,male,0,0.11802439307998883,1
sex,male,1,0.14882474377906563,1
sex,female,0,0.10254724814634499,1
sex,female,1,0.1352068205420583,1
race,African-American,0,0.12448228480653009,2
race,African-American,1,0.13661965868675677,2
race,Hispanic,0,0.10988035773502058,2
race,Hispanic,1,0.15296397269728737,2
race,Other,0,0.11831963721540413,2
race,Other,1,0.13615363621814433,2
race,Caucasian,1,0.12213070448692885,2
race,Caucasian,0,0.11196145491271153,2
sex,male,0,0.120581121132834,2
sex,male,1,0.1327611323844997,2
sex,female,0,0.1091049808629185,2
sex,female,1,0.13693744279564848,2
race,African-American,0,0.14150190585124256,3
race,African-American,1,0.16430462702792248,3
race,Other,0,0.12632287566990644,3
race,Other,1,0.16833184459212017,3
race,Caucasian,0,0.13533666588299634,3
race,Caucasian,1,0.15236703652867678,3
race,Hispanic,1,0.14514001278842642,3
race,Hispanic,0,0.12580354325009047,3
sex,male,0,0.14130560553621152,3
sex,male,1,0.16194376970495078,3
sex,female,0,0.11443964229288199,3
sex,female,1,0.14718423859759744,3
race,Hispanic,1,0.1198732338117684,4
race,Hispanic,0,0.11081377023228332,4
race,African-American,0,0.1254550016131335,4
race,African-American,1,0.14005368301519522,4
race,Caucasian,0,0.09928722680950439,4
race,Caucasian,1,0.1437167247001617,4
race,Other,0,0.10105366192553245,4
race,Other,1,0.2436489635703417,4
sex,male,1,0.14566875020452807,4
sex,male,0,0.1171848075962481,4
sex,female,0,0.10672244413769587,4
sex,female,1,0.13566343713194626,4
