Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.6206896551724138,0.0035324341682723185,0.9544303797468354,0.8894271872328299,34.27272727272727,3509,0
race,African-American,0.44680851063829785,0.008600727753886867,0.9423076923076923,0.8910540301151462,13.192307692307692,3387,1
race,African-American,0.42857142857142855,0.006615944426066821,0.9612403100775194,0.8850439882697947,18.6,3410,2
race,African-American,0.4883720930232558,0.007163790296320417,0.9411764705882353,0.8955659276546091,15.272727272727273,3428,3
race,African-American,0.5405405405405406,0.005597629239380968,0.9489795918367347,0.8865558471857684,21.88235294117647,3429,4
race,Asian,,0.0,1.0,0.8913043478260869,inf,46,0
race,Asian,0.0,0.024390243902439025,1.0,0.9090909090909091,3.0,44,1
race,Asian,,0.0,1.0,0.98,inf,50,2
race,Asian,1.0,0.0,0.5,0.9565217391304348,inf,46,3
race,Asian,,0.0,1.0,0.8928571428571429,inf,56,4
race,Caucasian,0.5414012738853503,0.005321114477865642,0.952300785634119,0.8844772415594593,23.569444444444443,15313,0
race,Caucasian,0.4444444444444444,0.005842401226904258,0.9636982416335791,0.8848990683229814,21.2375,15456,1
race,Caucasian,0.5960264900662252,0.004472140762463343,0.9482163406214039,0.8888672129015477,27.016393442622952,15378,2
race,Caucasian,0.48717948717948717,0.00730887297178775,0.9437537004144464,0.8897924663327045,15.94,15371,3
race,Caucasian,0.5740740740740741,0.005089621597698606,0.9495387954422138,0.8818831168831169,25.36231884057971,15400,4
race,Indian,,0.0,,1.0,,19,0
race,Indian,,0.0,1.0,0.8666666666666667,inf,15,1
race,Indian,,0.0,1.0,0.9473684210526315,inf,19,2
race,Indian,,0.0,1.0,0.9333333333333333,inf,15,3
race,Indian,,0.0,,1.0,,11,4
race,Other,,0.0,1.0,0.9555555555555556,inf,315,0
race,Other,0.0,0.0034965034965034965,1.0,0.95,14.0,300,1
race,Other,0.0,0.009230769230769232,1.0,0.9333333333333333,6.666666666666667,345,2
race,Other,0.0,0.005970149253731343,1.0,0.9736842105263158,3.5,342,3
race,Other,,0.0,1.0,0.9509803921568627,inf,306,4
sex,female,0.56,0.00560033941450997,0.9464968152866242,0.8837888431299139,22.515151515151516,13355,0
sex,female,0.4206896551724138,0.007058823529411765,0.9603381014304291,0.8838368804881679,17.583333333333332,13438,1
sex,female,0.5503355704697986,0.005664045988671908,0.9473007712082262,0.8848711243929772,22.0,13385,2
sex,female,0.47802197802197804,0.008025004223686433,0.9425363276089829,0.8860095865787897,15.021052631578947,13352,3
sex,female,0.5483870967741935,0.005958968247212054,0.9476923076923077,0.8795991624289561,22.0,13372,4
sex,male,0.5277777777777778,0.0032560812104960733,0.9696485623003195,0.8932786044125193,35.705882352941174,5847,0
sex,male,0.5,0.004654771140418929,0.9605263157894737,0.8945176960444136,24.333333333333332,5764,1
sex,male,0.575,0.0032529659395331037,0.961082910321489,0.8994326972666323,33.411764705882355,5817,2
sex,male,0.5166666666666667,0.0054655107425555976,0.9430147058823529,0.9073504273504274,17.689655172413794,5850,3
sex,male,0.6363636363636364,0.0030775149067128293,0.9556259904912837,0.8938250428816467,37.6875,5830,4
