Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,,0.0,1.0,0.7593567251461988,inf,3420,0
race,African-American,,0.0,1.0,0.7562429057888763,inf,3524,1
race,African-American,,0.0,1.0,0.7657871331159205,inf,3373,2
race,African-American,,0.0,1.0,0.7561481481481481,inf,3375,3
race,African-American,,0.0,1.0,0.7675021607605877,inf,3471,4
race,Asian,,0.0,1.0,0.8444444444444444,inf,45,0
race,Asian,,0.0,1.0,0.8529411764705882,inf,68,1
race,Asian,,0.0,1.0,0.925,inf,40,2
race,Asian,,0.0,1.0,0.803921568627451,inf,51,3
race,Asian,,0.0,1.0,0.8421052631578947,inf,38,4
race,Caucasian,,0.0,1.0,0.7519460300985988,inf,15416,0
race,Caucasian,,0.0,1.0,0.7541819132253006,inf,15304,1
race,Caucasian,,0.0,1.0,0.7525445705024311,inf,15425,2
race,Caucasian,,0.0,1.0,0.7550954173698559,inf,15406,3
race,Caucasian,,0.0,1.0,0.7469252293876488,inf,15367,4
race,Indian,,0.0,1.0,0.9230769230769231,inf,13,0
race,Indian,,0.0,,1.0,,14,1
race,Indian,,0.0,1.0,0.8947368421052632,inf,19,2
race,Indian,,0.0,1.0,0.8636363636363636,inf,22,3
race,Indian,,0.0,,1.0,,11,4
race,Other,,0.0,1.0,0.9545454545454546,inf,308,0
race,Other,,0.0,1.0,0.9246575342465754,inf,292,1
race,Other,,0.0,1.0,0.9188405797101449,inf,345,2
race,Other,,0.0,1.0,0.9482758620689655,inf,348,3
race,Other,,0.0,1.0,0.9523809523809523,inf,315,4
sex,female,,0.0,1.0,0.7442261547690462,inf,13336,0
sex,female,,0.0,1.0,0.7462909118019831,inf,13413,1
sex,female,,0.0,1.0,0.749083289680461,inf,13363,2
sex,female,,0.0,1.0,0.7457108757272863,inf,13406,3
sex,female,,0.0,1.0,0.7449193066347878,inf,13384,4
sex,male,,0.0,1.0,0.7855438117967951,inf,5866,0
sex,male,,0.0,1.0,0.7840732423561928,inf,5789,1
sex,male,,0.0,1.0,0.7795855454701147,inf,5839,2
sex,male,,0.0,1.0,0.7898550724637681,inf,5796,3
sex,male,,0.0,1.0,0.7760398762461327,inf,5818,4
