Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.5,0.0009193993257738277,0.9878048780487805,0.9298945568538045,81.0,3509,0
race,African-American,0.42857142857142855,0.0012574662055957245,0.9854368932038835,0.9388839681133747,50.75,3387,1
race,African-American,0.0,0.001260239445494644,1.0,0.9296187683284457,59.0,3410,2
race,African-American,0.5,0.00031113876789047915,0.9953271028037384,0.9375729288214703,213.0,3428,3
race,African-American,0.25,0.00093603744149766,0.9955357142857143,0.9340915718868474,74.33333333333333,3429,4
race,Asian,,0.0,1.0,0.9565217391304348,inf,46,0
race,Asian,,0.0,1.0,0.9318181818181818,inf,44,1
race,Asian,,0.0,1.0,0.98,inf,50,2
race,Asian,,0.0,1.0,0.9565217391304348,inf,46,3
race,Asian,,0.0,1.0,0.9107142857142857,inf,56,4
race,Caucasian,0.4166666666666667,0.0009821804405780834,0.9905571293673276,0.9305818585515575,74.92857142857143,15313,0
race,Caucasian,0.6956521739130435,0.00048577376821651633,0.9847036328871893,0.932906314699793,147.14285714285714,15456,1
race,Caucasian,0.391304347826087,0.0009786103732699566,0.9916044776119403,0.9299648849005072,75.92857142857143,15378,2
race,Caucasian,0.4583333333333333,0.0009098544232922733,0.989843028624192,0.9294125300891288,82.46153846153847,15371,3
race,Caucasian,0.6428571428571429,0.0003499195185107425,0.991899189918992,0.9281168831168831,220.4,15400,4
race,Indian,,0.0,,1.0,,19,0
race,Indian,,0.0,1.0,0.8666666666666667,inf,15,1
race,Indian,,0.0,1.0,0.9473684210526315,inf,19,2
race,Indian,,0.0,,1.0,,15,3
race,Indian,,0.0,,1.0,,11,4
race,Other,,0.0,1.0,0.9746031746031746,inf,315,0
race,Other,,0.0,1.0,0.9766666666666667,inf,300,1
race,Other,0.0,0.002967359050445104,1.0,0.9739130434782609,8.0,345,2
race,Other,,0.0,1.0,0.9941520467836257,inf,342,3
race,Other,,0.0,1.0,0.9803921568627451,inf,306,4
sex,female,0.36363636363636365,0.0011284862163469288,0.9915700737618546,0.9284912017970798,67.21428571428571,13355,0
sex,female,0.625,0.0007178178337852927,0.9833333333333333,0.9334722428932877,98.33333333333333,13438,1
sex,female,0.35,0.0010462776659959758,0.9927083333333333,0.9278296600672394,73.3076923076923,13385,2
sex,female,0.42105263157894735,0.0008870252399000081,0.9915878023133544,0.9285500299580587,85.72727272727273,13352,3
sex,female,0.5,0.000645421540943929,0.9918116683725691,0.9269368830391863,121.125,13372,4
sex,male,0.625,0.0005473453749315818,0.9863387978142076,0.9377458525739696,120.33333333333333,5847,0
sex,male,0.6666666666666666,0.00037037037037037035,0.989010989010989,0.9371963913948647,180.0,5764,1
sex,male,0.25,0.001099102399706906,0.994413407821229,0.9377686092487536,59.333333333333336,5817,2
sex,male,0.5714285714285714,0.0005454545454545455,0.9885714285714285,0.9403418803418804,115.33333333333333,5850,3
sex,male,1.0,0.0,0.994579945799458,0.9370497427101201,inf,5830,4
