Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.5,0.0003098853424233034,0.9964539007092199,0.9196352237104588,281.0,3509,0
race,African-American,0.3333333333333333,0.00128,0.9923664122137404,0.9220549158547388,65.0,3387,1
race,African-American,0.0,0.0009621552277100705,1.0,0.9134897360703812,97.33333333333333,3410,2
race,African-American,0.0,0.001880288310874334,1.0,0.9291131855309218,39.5,3428,3
race,African-American,0.16666666666666666,0.0015883100381194409,0.99644128113879,0.9168853893263342,56.0,3429,4
race,Asian,0.0,0.023255813953488372,1.0,0.9130434782608695,3.0,46,0
race,Asian,,0.0,1.0,0.9545454545454546,inf,44,1
race,Asian,,0.0,1.0,0.94,inf,50,2
race,Asian,1.0,0.0,0.6666666666666666,0.9565217391304348,inf,46,3
race,Asian,,0.0,1.0,0.9642857142857143,inf,56,4
race,Caucasian,0.24,0.0014083463049440368,0.9967069154774972,0.8801671782145889,95.57894736842105,15313,0
race,Caucasian,0.23809523809523808,0.001169505153132081,0.9971830985915493,0.8844461697722568,110.625,15456,1
race,Caucasian,0.16666666666666666,0.001103996467211305,0.998324958123953,0.8827545844713227,119.2,15378,2
race,Caucasian,0.2413793103448276,0.0016101880992461391,0.9959016393442623,0.8879057966300176,77.31818181818181,15371,3
race,Caucasian,0.36363636363636365,0.001028504260946224,0.9955257270693513,0.8835064935064935,127.14285714285714,15400,4
race,Indian,,0.0,1.0,0.9473684210526315,inf,19,0
race,Indian,,0.0,1.0,0.9333333333333333,inf,15,1
race,Indian,,0.0,,1.0,,19,2
race,Indian,,0.0,,1.0,,15,3
race,Indian,,0.0,,1.0,,11,4
race,Other,,0.0,1.0,0.9777777777777777,inf,315,0
race,Other,,0.0,1.0,0.9633333333333334,inf,300,1
race,Other,0.0,0.0029585798816568047,1.0,0.9768115942028985,7.0,345,2
race,Other,,0.0,1.0,0.9619883040935673,inf,342,3
race,Other,0.0,0.0033333333333333335,1.0,0.9771241830065359,6.0,306,4
sex,female,0.15789473684210525,0.0013504388926401081,0.9980092899800929,0.8861849494571321,94.0,13355,0
sex,female,0.3333333333333333,0.001004352192835621,0.9959731543624161,0.8886739098080071,123.66666666666667,13438,1
sex,female,0.15384615384615385,0.0009281917137794279,0.9986962190352021,0.8847217033993277,139.27272727272728,13385,2
sex,female,0.2692307692307692,0.001592623637887678,0.9950773558368495,0.8926003594967046,74.47368421052632,13352,3
sex,female,0.35294117647058826,0.0009266279167719653,0.9960026648900733,0.8873766078372719,135.9090909090909,13372,4
sex,male,0.4444444444444444,0.000954380606986066,0.993421052631579,0.8958440225756799,120.8,5847,0
sex,male,0.1111111111111111,0.001537574476263694,0.9982174688057041,0.9014573213046495,70.0,5764,1
sex,male,0.1111111111111111,0.0015214910612400153,0.998211091234347,0.9026989857314767,69.75,5817,2
sex,male,0.1,0.0016945961212577669,0.9981447124304267,0.9064957264957265,59.77777777777778,5850,3
sex,male,0.25,0.0017129805862200228,0.9947916666666666,0.9001715265866209,63.666666666666664,5830,4
