Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.031078747880845307,0
race,African-American,1,0.16112050272252226,0
race,Caucasian,0,0.022470177643370982,0
race,Caucasian,1,0.13898100062468738,0
race,Other,0,0.017246437195942925,0
race,Other,1,0.16198535040722545,0
sex,male,0,0.026322024989876246,0
sex,male,1,0.14569896826849724,0
sex,female,0,0.01819800998649563,0
sex,female,1,0.13968172075425977,0
race,Caucasian,0,0.022701141803202072,1
race,Caucasian,1,0.14074394732141415,1
race,Other,0,0.01884635030670044,1
race,Other,1,0.19407217169605634,1
race,African-American,0,0.03125507792455391,1
race,African-American,1,0.15152285575414898,1
sex,male,0,0.026822790373895216,1
sex,male,1,0.14622108822234198,1
sex,female,0,0.018023795891613587,1
sex,female,1,0.1338132041411865,1
race,African-American,0,0.03132394695615726,2
race,African-American,1,0.15618815971504624,2
race,Caucasian,0,0.022890187495824516,2
race,Caucasian,1,0.14264210047169698,2
race,Other,0,0.018023184015765616,2
race,Other,1,0.1476654157535181,2
sex,male,0,0.02645691485474872,2
sex,male,1,0.14616644262663073,2
sex,female,0,0.019237232192086645,2
sex,female,1,0.14672998388424086,2
race,Caucasian,0,0.023103487965668343,3
race,Caucasian,1,0.1452663384877157,3
race,African-American,0,0.0320263625587675,3
race,African-American,1,0.14089570872821544,3
race,Other,0,0.01931029948629401,3
race,Other,1,0.14290366296153564,3
sex,male,0,0.02710204182117156,3
sex,male,1,0.1467525920255734,3
sex,female,0,0.01874263335498575,3
sex,female,1,0.13188286374587077,3
race,Caucasian,0,0.022972829045691038,4
race,Caucasian,1,0.13835898085170065,4
race,Other,1,0.16911575513807675,4
race,Other,0,0.021335790326506378,4
race,African-American,0,0.03158336762451629,4
race,African-American,1,0.14797334872145124,4
sex,female,0,0.01916950278293402,4
sex,female,1,0.14642148979090558,4
sex,male,0,0.02678034190543441,4
sex,male,1,0.13987404132954775,4
