Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.7511004716278163,0
race,African-American,1,0.9465780776961891,0
race,Caucasian,0,0.7188446360310322,0
race,Caucasian,1,0.9261603425050934,0
race,Other,0,0.6748150282287613,0
race,Other,1,0.9720457468330855,0
sex,male,0,0.7397040428810523,0
sex,male,1,0.9365631796140298,0
sex,female,0,0.6867161655811512,0
sex,female,1,0.9077987440268317,0
race,Caucasian,0,0.7168658334435248,1
race,Caucasian,1,0.9223462109783891,1
race,Other,0,0.6791092365028113,1
race,Other,1,0.9775534334528606,1
race,African-American,0,0.7468990004355761,1
race,African-American,1,0.9464326117233529,1
sex,male,0,0.741684659342719,1
sex,male,1,0.9354783338412443,1
sex,female,0,0.6757310772369911,1
sex,female,1,0.9008612601511176,1
race,African-American,0,0.7543379907323567,2
race,African-American,1,0.9432795790881002,2
race,Caucasian,0,0.7206367553550754,2
race,Caucasian,1,0.928970064599385,2
race,Other,0,0.6765597544786044,2
race,Other,1,0.9764018761292348,2
sex,male,0,0.7409349600910345,2
sex,male,1,0.9349988736416187,2
sex,female,0,0.6908022169687376,2
sex,female,1,0.9249761646998339,2
race,Caucasian,0,0.7170168649051791,3
race,Caucasian,1,0.9312610412895632,3
race,African-American,0,0.7500289530358264,3
race,African-American,1,0.9327457367108157,3
race,Other,0,0.6786577414124092,3
race,Other,1,0.9317375487176857,3
sex,male,0,0.7383973984033572,3
sex,male,1,0.935649090185114,3
sex,female,0,0.6841737948669541,3
sex,female,1,0.9126415353113361,3
race,Caucasian,0,0.7191380723324856,4
race,Caucasian,1,0.9295642300395185,4
race,Other,1,0.9748992255975241,4
race,Other,0,0.6908998768276546,4
race,African-American,0,0.7526389067107491,4
race,African-American,1,0.9453463324347929,4
sex,female,0,0.6878758545301886,4
sex,female,1,0.9298128550383024,4
sex,male,0,0.7406833436186341,4
sex,male,1,0.9352062186181707,4
