Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.021587811314804937,0
race,African-American,1,0.08296742737529729,0
race,Caucasian,0,0.02076673428224531,0
race,Caucasian,1,0.07352349884815562,0
race,Other,0,0.012125955305861203,0
race,Other,1,0.017359637190526273,0
sex,male,0,0.01998554050189528,0
sex,male,1,0.07432223541316701,0
sex,female,0,0.02238011758427229,0
sex,female,1,0.07582264274154907,0
race,Caucasian,0,0.020773977012262333,1
race,Caucasian,1,0.07585250921449417,1
race,Other,0,0.013379165512960612,1
race,Other,1,0.06769679505424529,1
race,African-American,0,0.020871838214726213,1
race,African-American,1,0.09897467033851927,1
sex,male,0,0.019982391826084567,1
sex,male,1,0.08257122161383823,1
sex,female,0,0.022085523302941973,1
sex,female,1,0.07409793865674508,1
race,African-American,0,0.02051647949872778,2
race,African-American,1,0.06773694213494473,2
race,Caucasian,0,0.020904168855644736,2
race,Caucasian,1,0.07536251871843332,2
race,Other,0,0.011943102864202028,2
race,Other,1,0.02098467021215319,2
sex,male,0,0.019904654255063915,2
sex,male,1,0.07458269698793425,2
sex,female,0,0.02233135106286101,2
sex,female,1,0.07162518698338145,2
race,Caucasian,0,0.02085056433358769,3
race,Caucasian,1,0.07495465568584861,3
race,African-American,0,0.021168710463335648,3
race,African-American,1,0.08426309507541556,3
race,Other,0,0.011999989779065913,3
race,Other,1,0.04348042193529346,3
sex,male,0,0.020442769074655535,3
sex,male,1,0.08088424902346551,3
sex,female,0,0.02129360290008139,3
sex,female,1,0.06658711064521117,3
race,Caucasian,0,0.02090427368089108,4
race,Caucasian,1,0.07799874583236596,4
race,Other,0,0.012352523185476024,4
race,Other,1,0.04123567303107814,4
race,African-American,0,0.022009524699572618,4
race,African-American,1,0.07966424492934907,4
sex,female,0,0.022404260112329218,4
sex,female,1,0.07304237639519938,4
sex,male,0,0.02025246067562829,4
sex,male,1,0.08028117206006824,4
